object_id,mean_ozone,matched_fips,dist_to_tract_m
768,69.485,06077002401,755
769,69.546,06077002202,373
770,49.411,06013386000,512
771,49.417,06013385200,297
772,59.3105,06013303208,991
773,59.736999999999995,06013303107,211
774,57.481,06013340001,404
775,58.58,06013338203,223
776,49.723,06013381000,778
777,53.1635,06013338301,651
778,60.343500000000006,06077002503,388
779,58.58,06013338203,562
780,60.343500000000006,06077002503,348
781,48.456,06013382000,180
782,55.791,06013340002,348
783,49.063,06013380000,136
784,48.668,06013391000,292
785,59.999,06013304007,1178
786,69.948,06077003802,231
787,48.4875,06013383000,288
788,48.555,06013390200,0
789,50.144000000000005,06013354002,935
790,60.187000000000005,06013304004,949
791,48.557,06001421100,0
792,52.392,06013340004,562
793,60.7095,06077003806,35
794,60.288,06077002800,3555
795,47.757999999999996,06041128200,431
796,47.3925,06041126200,698
797,48.117,06001420200,220
798,58.472,06013343001,737
799,69.498,06109985202,12
800,48.5185,06001421500,346
801,48.2305,06001421300,431
802,47.1835,06041125000,676
803,47.692499999999995,06001420401,172
804,47.854,06001421800,184
805,48.779,06013354001,1811
806,47.576,06041124200,516
807,48.1285,06001422500,209
808,48.1285,06001422500,44
809,47.522,06041123000,367
810,47.202,06001422100,119
811,59.587,06013343003,1124
812,53.161500000000004,06013346101,499
813,51.604,06013351200,660
814,47.17,06001423100,336
815,47.869,06001422700,105
816,47.702,06001422800,0
817,47.702,06001422800,16
818,47.702,06001422800,257
819,47.235,06001423100,171
820,47.653,06001423602,0
821,46.8335,06041130204,32
822,47.400999999999996,06001423500,256
823,47.808499999999995,06001423700,191
824,70.951,06077005135,1774
825,48.083,06001400100,1207
826,46.6215,06041130201,510
827,47.06,06001424001,224
828,47.1105,06001424001,196
829,49.289,06013353001,1682
830,53.420500000000004,06013346206,1821
831,46.6215,06041130201,317
832,64.1845,06109004202,6226
833,47.1945,06001400500,45
834,48.196,06001404400,939
835,47.2725,06001400300,201
836,51.6465,06013352101,1221
837,70.874,06077005131,2489
838,61.811,06013346201,544
839,46.8855,06001401000,394
840,61.361999999999995,06077005127,230
841,47.236999999999995,06001404101,283
842,46.8855,06001401000,0
843,53.420500000000004,06013346206,1156
844,61.2415,06077005134,1506
845,48.503,06001404502,767
846,47.139,06001404102,232
847,70.868,06077005129,377
848,47.5385,06001426100,598
849,47.0175,06001403502,0
850,47.431,06001403900,0
851,53.78,06013346203,323
852,55.0745,06013346204,1289
853,47.0175,06001403502,127
854,47.19766666666666,06001403600,0
855,47.252,06001403800,120
856,51.195,06013352102,1488
857,61.340999999999994,06077005129,533
858,47.86750000000001,06001404700,321
859,55.0745,06013346204,831
860,46.542,06001402802,33
861,64.76733333333333,06077005124,384
862,44.1755,06075010402,253
863,46.936,06001405301,255
864,49.314,06001408000,241
865,70.868,06077005129,1883
866,46.125,06075012700,0
867,45.147333333333336,06075012902,104
868,45.865,06075010400,0
869,46.53,06001402600,196
870,46.538,06001403100,0
871,46.668499999999995,06001403402,4
872,46.668499999999995,06001403402,0
873,47.38,06001405600,102
874,47.858000000000004,06001406700,150
875,72.782,06099000102,5900
876,46.677499999999995,06001403301,58
877,47.33,06001405302,67
878,54.323499999999996,06013345105,513
879,44.42,06075010901,0
880,45.833,06075010500,123
881,47.4815,06001406400,141
882,55.273,06013345113,850
883,56.48,06013355122,857
884,71.457,06077005132,276
885,45.851,06075011300,9
886,46.4985,06001983200,315
887,46.687,06001403302,127
888,47.49,06001405402,50
889,47.3135,06001405800,114
890,47.4815,06001406400,0
891,47.4815,06001406400,124
892,71.563,06077005110,361
893,61.7415,06077005138,958
894,63.8775,06077004903,622
895,45.1325,06075013402,99
896,45.883,06075013102,0
897,44.354,06075011901,0
898,44.2235,06075011700,65
899,46.687,06001403302,90
900,47.952,06001406300,197
901,45.4165,06075042800,0
902,45.1325,06075013402,203
903,45.09,06075013401,21
904,45.941,06075012100,20
905,44.353,06075061505,0
906,61.5955,06077005140,313
907,45.642,06075042800,182
908,45.381,06075040200,59
909,45.119,06075015500,49
910,45.715,06075015100,62
911,44.408,06075012301,0
912,47.3215,06001406201,99
913,56.146499999999996,06013355121,863
914,45.617,06075042700,78
915,45.464,06075042602,0
916,44.9895,06075015900,10
917,45.3835,06075045202,223
918,45.3585,06075015600,147
919,45.30500000000001,06075015702,0
920,45.758,06075015801,16
921,44.477999999999994,06075012504,0
922,47.096,06001427300,500
923,47.791,06001407600,236
924,48.233000000000004,06001407800,295
925,64.928,06013355116,1266
926,61.577,06077005122,629
927,45.671,06075047600,0
928,45.757,06075015700,24
929,45.0615,06075016101,100
930,44.714,06075012405,125
931,44.34,06075060703,186
932,47.599,06001406100,277
933,48.566,06001407700,52
934,49.283500000000004,06001408100,1481
935,56.146499999999996,06013355121,1247
936,61.549,06077005137,649
937,47.007,06001427600,290
938,47.337,06001427800,315
939,47.5595,06001407200,443
940,63.04,06013345108,256
941,65.09,06099000204,1087
942,45.346000000000004,06075016601,6
943,47.337,06001427800,126
944,48.856,06001408700,284
945,49.728,06001409900,1351
946,61.4,06013345116,783
947,45.712,06075016600,0
948,45.891,06075020100,57
949,47.0355,06001428000,220
950,47.684,06001427100,494
951,48.26,06001407400,267
952,48.088499999999996,06001408700,93
953,45.4555,06075017101,40
954,44.951,06075020102,28
955,73.128,06099000203,115
956,45.704499999999996,06075035101,163
957,45.61633333333334,06075032601,170
958,45.496,06075030101,0
959,47.377,06001428400,281
960,47.383,06001428000,183
961,48.3315,06001408600,281
962,48.543499999999995,06001408500,239
963,45.48350000000001,06075030202,252
964,45.526333333333334,06075017102,362
965,44.781000000000006,06075022704,0
966,47.435,06001428500,182
967,45.7125,06075032700,212
968,45.5115,06075020401,85
969,44.9695,06075020801,80
970,44.986999999999995,06075022803,140
971,44.7565,06075022802,0
972,47.64,06001428100,80
973,48.7465,06001409600,412
974,60.578500000000005,06077005311,99
975,60.578500000000005,06077005311,119
976,60.6365,06077005310,277
977,45.61833333333333,06075030301,368
